,VillaName,Features,Rating,Total_Review,Rating_Info,Location,URL,Currency,PriceValue,Area
211,The Santai,"['Bicycle storage', 'Massage', 'Kitchenette', 'Airport transfer']",9.1,17.0,Superb,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/the-santai-3000010001213,USD,325.21,Umalas
212,Pondok Naya,['Airport transfer'],8.8,35.0,Impressive,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/pondok-naya-3000010002864,USD,63.77,Ubud
213,The Banyumas Suite Villa Legian,"['Babysitting', 'Bicycle rental', 'Car rental', 'Massage', 'Kitchenette']",9.1,67.0,Superb,"Kuta, Badung",www.traveloka.com/en-en/hotel/indonesia/the-banyumas-suite-villa-legian-3000010003436,USD,94.53,Others
214,Gaing Mas Jimbaran Villas by Gaing Mas Group,"['Pool cabanas', 'Massage', 'Kitchenette', 'Fitness center', 'Spa', 'Bar']",8.7,154.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/gaing-mas-jimbaran-villas-by-gaing-mas-group-3000010015411,USD,50.49,Jimbaran
215,Bali Easy Living Canggu ,"['Banana boat', 'Fishing', 'Canoeing', 'Diving', 'Kitchenette', 'Express check-out']",8.9,514.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/bali-easy-living-canggu--3000020005219,USD,105.1,Canggu
216,The Tempekan Nyang-Nyang,['Car rental'],8.9,52.0,Impressive,"Pecatu, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/the-tempekan-nyang-nyang-9000000643049,USD,41.49,Uluwatu
217,La Numa Canggu Villas,"['Car rental', 'Beach towel', 'Express check-out']",9.0,27.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/la-numa-canggu-villas-9000000667661,USD,124.2,Canggu
218,Belle Astina,['Pool sun loungers'],8.8,92.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/belle-astina-9000000972591,USD,63.46,Canggu
219,Villa Bulan Bali,['N/A'],8.8,35.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/villa-bulan-bali-9000001047482,USD,108.99,Jimbaran
220,Wana Bucu Villas by Pramana Villas,"['Winery', 'Hot tub', 'Sun loungers', 'Massage', 'Pool sun loungers', 'Express check-out']",8.8,35.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/wana-bucu-villas-by-pramana-villas-9000001109251,USD,233.49,Ubud
221,Diamond Beach Villas,['N/A'],8.8,35.0,Impressive,"Nusa Penida, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/diamond-beach-villas-9000001133730,USD,213.06,Others
222,Surya Melasti Exclusive Beach Villa by Sajiwa,['N/A'],8.8,35.0,Impressive,"Ungasan, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/surya-melasti-exclusive-beach-villa-by-sajiwa-9000001305887,USD,58.13,Uluwatu
223,Villa Lembah Damai by Pramana Villas,"['Pool sun loungers', 'Spa']",8.8,35.0,Impressive,"Taro, Tegallalang",www.traveloka.com/en-en/hotel/indonesia/villa-lembah-damai-by-pramana-villas-9000003256768,USD,70.21,Others
224,Calidas Hills ,['Kitchenette'],8.8,35.0,Impressive,"Kintamani, Bangli",www.traveloka.com/en-en/hotel/indonesia/calidas-hills--9000003316374,USD,133.72,Others
225,Aqua Bali Villa,"['Car rental', 'Massage', 'Spa']",8.5,50.0,Impressive,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/aqua-bali-villa-41773100000,USD,24.42,Umalas
226,Bajra Bali Villa,"['Bicycle rental', 'Car rental', 'Massage']",8.8,754.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/bajra-bali-villa-3000010000486,USD,85.33,Seminyak
227,Kubu Manggala Villas Seminyak,"['Bicycle rental', 'Massage', 'Kitchenette', 'Airport transfer', 'Spa', 'Bar']",8.9,101.0,Impressive,"Kerobokan, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/kubu-manggala-villas-seminyak-3000010008314,USD,97.8,Others
228,Khayangan Kemenuh Villas by Premier Hospitality Asia,"['Car rental', 'Kitchenette']",8.6,192.0,Impressive,"Kemenuh, Ubud",www.traveloka.com/en-en/hotel/indonesia/khayangan-kemenuh-villas-by-premier-hospitality-asia-3000010008513,USD,117.08,Ubud
229,The Kirana Ungasan ,"['Bicycle rental', 'Beach towel', 'Massage', 'Picnic area', 'Spa']",8.8,217.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/the-kirana-ungasan--3000010024729,USD,46.66,Jimbaran
230,Villa Sonia Bisma,['N/A'],8.8,35.0,Impressive,"Monkey Forest, Ubud",www.traveloka.com/en-en/hotel/indonesia/villa-sonia-bisma-3000010025309,USD,37.72,Ubud
231,The Daha Luxury Villa,"['Pool cabanas', 'Beach towel', 'Massage', 'Fitness center', 'Business facilities', 'Pool sun loungers']",8.9,126.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-daha-luxury-villa-3000020015443,USD,197.1,Seminyak
232,"Mahi Mahi Villa, Suites & Beach Shack","['Recreation room', 'Kitchenette']",8.0,14.0,Convenient,"Pecatu, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/mahi-mahi-villa-suites--beach-shack-4000000394259,USD,210.17,Uluwatu
233,The Catur Villa Seminyak,['Car rental'],8.6,231.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-catur-villa-seminyak-9000000786611,USD,73.04,Seminyak
234,SAMPATTI VILLAS Seminyak,['N/A'],8.9,253.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/sampatti-villas-seminyak-9000000947029,USD,125.77,Seminyak
235,Blossom Eco Luxe Villas by Ekosistem,"['Massage', 'Kitchenette']",9.5,14.0,Superb,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/blossom-eco-luxe-villas-by-ekosistem-9000000969136,USD,318.81,Canggu
236,Villa Cella Bella,['N/A'],8.8,35.0,Impressive,"Kemenuh, Ubud",www.traveloka.com/en-en/hotel/indonesia/villa-cella-bella-9000001023410,USD,621.62,Ubud
237,Bali Firefly BnB,['N/A'],8.8,35.0,Impressive,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/bali-firefly-bnb-9000001078858,USD,72.72,Ubud
238,Casa Viamo,['N/A'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/casa-viamo-9000001097903,USD,151.2,Canggu
239,Paisa Ubud,"['Fishing', 'Clothes dryer', 'Babysitting', 'Massage', 'Express check-out', 'Spa']",9.1,10.0,Superb,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/paisa-ubud-9000001199993,USD,35.96,Ubud
240,Villa Eight,"['Sun loungers', 'Bicycle rental', 'Beach towel', 'Massage', 'Kitchenette', 'Airport transfer']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/villa-eight-3000020006718,USD,277.53,Seminyak
241,Ubud Nyuh Bali Resort & Spa,"['Hot tub', 'Bicycle rental', 'Massage', 'Express check-out', 'Spa']",8.9,96.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/ubud-nyuh-bali-resort--spa-3000020008994,USD,138.58,Ubud
242,Hamra Villa,"['Outdoor facilities', 'Clothes dryer', 'Kitchenette']",8.8,35.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/hamra-villa-3000020009769,USD,30.44,Jimbaran
243,Bunut Bali Villa,['Car rental'],8.8,35.0,Impressive,"Ungasan, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/bunut-bali-villa-3000020012595,USD,207.8,Uluwatu
244,Paisa Seminyak Living,"['Shopping center shuttle', 'Massage', 'Beach umbrella', 'Spa']",8.5,485.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/paisa-seminyak-living-3000020017047,USD,62.04,Seminyak
245,Agranusa Signature Villa,"['Kitchenette', 'Wheelchair accessible']",9.1,66.0,Superb,"Nusa Dua, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/agranusa-signature-villa-3000020018228,USD,140.82,Nusa Dua
246,Taluh Bebek Ubud Private Villas,"['Massage', 'Wheelchair accessible', 'Spa']",8.8,35.0,Impressive,"Payangan, Ubud",www.traveloka.com/en-en/hotel/indonesia/taluh-bebek-ubud-private-villas-3000020018582,USD,87.54,Ubud
247,La Mira Villa Seminyak by Ini Vie Hospitality,"['Waterslide', 'Beach towel', 'Kitchenette', 'Small pets allowed']",8.9,42.0,Impressive,"Kerobokan, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/la-mira-villa-seminyak-by-ini-vie-hospitality-3000020018715,USD,129.62,Others
248,Bubble Hotel Bali Ubud (Adults Only),"['Outdoor facilities', 'Picnic area']",8.0,70.0,Convenient,"Tampaksiring, Ubud",www.traveloka.com/en-en/hotel/indonesia/bubble-hotel-bali-ubud-adults-only-3000020019546,USD,107.84,Ubud
249,Alosta Luxury Private Villa,"['Romantic proposal packages', 'Beach umbrella', 'Pool sun loungers', 'Spa']",8.8,35.0,Impressive,"Payangan, Ubud",www.traveloka.com/en-en/hotel/indonesia/alosta-luxury-private-villa-4000000407644,USD,155.8,Ubud
250,Smart Comfort Apartments Batu Jimbar,['Beach towel'],8.8,35.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/smart-comfort-apartments-batu-jimbar-4000000967083,USD,30.44,Sanur
251,Villa Paloma,['N/A'],8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/villa-paloma-4000001047083,USD,251.6,Seminyak
252,Kutus Kutus Ketewel Villa,"['Clothes dryer', 'Kitchenette', 'Wheelchair accessible']",8.8,35.0,Impressive,"Ketewel, Keramas",www.traveloka.com/en-en/hotel/indonesia/kutus-kutus-ketewel-villa-9000000134326,USD,77.9,Others
253,SuB Villas Bali,"['Beach umbrella', 'Pool sun loungers']",8.8,35.0,Impressive,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/sub-villas-bali-9000000167555,USD,327.85,Umalas
254,Prabhu Ubud Villa,['Beach towel'],8.8,35.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/prabhu-ubud-villa-9000000296276,USD,71.64,Ubud
255,Villa Coco Lovina,"['Sun loungers', 'Massage']",8.8,35.0,Impressive,"Banjar, Buleleng",www.traveloka.com/en-en/hotel/indonesia/villa-coco-lovina-9000000370371,USD,115.12,Others
256,Prema Ubud Romantic Villas,"['Sun loungers', 'Car rental', 'Massage', 'Kitchenette']",8.8,283.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/prema-ubud-romantic-villas-9000000426270,USD,72.39,Ubud
257,The Asri Villas,"['Surfing', 'Private beach nearby', 'Massage', 'Airport transfer']",9.7,8.0,Superb,"Pekutatan, Jembrana",www.traveloka.com/en-en/hotel/indonesia/the-asri-villas-9000000470190,USD,35.19,Others
258,The Mavila,"['Clothes dryer', 'Kitchenette']",9.1,308.0,Superb,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/the-mavila-9000000620740,USD,111.77,Sanur
259,Villa Batu Jimbar,['N/A'],8.8,35.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/villa-batu-jimbar-9000000654526,USD,493.66,Sanur
260,Impiana Private Villas Seminyak,"['Massage', 'Kitchenette', 'Steam room', 'Pool sun loungers', 'Spa', 'Bar']",8.9,14.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/impiana-private-villas-seminyak-3000010004055,USD,208.23,Seminyak
261,La Berceuse Resort and Villa Nusa Dua by Taritiya Collection,"['Bicycle rental', 'Car rental', 'Massage', 'Airport transfer', 'Spa']",8.5,30.0,Impressive,"Nusa Dua, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/la-berceuse-resort-and-villa-nusa-dua-by-taritiya-collection-3000010038765,USD,62.9,Nusa Dua
262,Poedja Villa Jimbaran,"['Pool or Snooker', 'Massage', 'Airport transfer', 'Pool sun loungers', 'Express check-out', 'Bar']",8.7,81.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/poedja-villa-jimbaran-3000020021666,USD,44.42,Jimbaran
263,Ninja Suite Villa,['Bicycle rental'],7.7,80.0,Convenient,"East Denpasar, Denpasar",www.traveloka.com/en-en/hotel/indonesia/ninja-suite-villa-3000010000438,USD,21.29,Denpasar
264,Reswaha Villas by Pramana Villas,"['Kitchenette', 'Airport transfer']",8.8,66.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/reswaha-villas-by-pramana-villas-9000000958720,USD,96.56,Ubud
265,Dewi Villa Padangbai Hotel,"['Snorkeling', 'Fishing', 'Diving', 'Outdoor facilities', 'Karaoke', 'Parasol']",8.4,36.0,Impressive,"Padangbai, Karangasem",www.traveloka.com/en-en/hotel/indonesia/dewi-villa-padangbai-hotel-3000010008721,USD,34.44,Others
266,Bumbak Park Villas By Nakula,['Kitchenette'],8.8,35.0,Impressive,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/bumbak-park-villas-by-nakula-3000010016449,USD,196.61,Umalas
267,Dikubu Bali Villa and Suites,"['Outdoor facilities', 'Sun loungers', 'Beach towel', 'Massage', 'Pool sun loungers', 'Express check-out']",8.8,57.0,Impressive,"Kerobokan, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/dikubu-bali-villa-andsuites-3000010018917,USD,22.81,Others
268,Villa Danu Kintamani,['N/A'],8.8,35.0,Impressive,"Kintamani, Bangli",www.traveloka.com/en-en/hotel/indonesia/villa-danu-kintamani-9000003368770,USD,51.91,Others
269,OLA at The View Villa at Uluwatu,"['Kitchenette', 'Fitness center', 'Airport transfer', 'Wheelchair accessible']",8.0,7.0,Convenient,"Pecatu, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/ola-at-the-view-villa-at-uluwatu-9000000640879,USD,75.85,Uluwatu
270,Forever Bali Villas ,"['Sauna', 'Outdoor facilities', 'Golf course', 'Massage', 'Express check-out', 'Spa']",8.8,35.0,Impressive,"Nusa Dua Beach, Nusa Dua",www.traveloka.com/en-en/hotel/indonesia/forever-bali-villas--3000020019190,USD,858.0,Nusa Dua
271,Aradhana Villas by Ekosistem,['N/A'],8.7,50.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/aradhana-villas-by-ekosistem-9000000690847,USD,160.51,Canggu
272,The Light Exclusive Villa and Spa,"['Bicycle rental', 'Car rental', 'Massage', 'Kitchenette', 'Airport transfer']",8.4,324.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-light-exclusive-villa-and-spa-1000000478497,USD,106.52,Seminyak
273,Villa Sukra,['Kitchenette'],8.8,35.0,Impressive,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/villa-sukra-9000003340755,USD,41.15,Ubud
274,Kupu Kupu Barong Villas and Tree Spa by L’OCCITANE,"['Bicycle storage', 'Massage', 'Fitness center', 'Poolside bar', 'Spa']",8.6,62.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/kupu-kupu-barong-villas-and-tree-spa-by-loccitane-65519,USD,182.93,Ubud
275,The Garuda Villa and Restaurant,"['Bicycle storage', 'Bicycle rental', 'Massage', 'Airport transfer', 'Express check-out', 'Bar']",8.6,96.0,Impressive,"Bedugul, Tabanan",www.traveloka.com/en-en/hotel/indonesia/the-garuda-villa-and-restaurant-3000020013042,USD,28.12,Others
276,Alam Boutique Villa Bali,"['Outdoor facilities', 'Massage', 'Kitchenette', 'Spa']",7.8,6.0,Convenient,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/alam-boutique-villa-bali-9000000124984,USD,206.94,Umalas
277,Bali Made Escape ,['N/A'],8.8,35.0,Impressive,"Gianyar Kota, Gianyar",www.traveloka.com/en-en/hotel/indonesia/bali-made-escape--9000003342669,USD,42.32,Others
278,Villa Chloe,"['Massage', 'Kitchenette', 'Spa']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/villa-chloe-9000003356836,USD,278.61,Seminyak
279,Abisha Villa Jimbaran,"['Car rental', 'Massage', 'Kitchenette']",8.8,35.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/abisha-villa-jimbaran-9000001150998,USD,45.37,Jimbaran
280,Kharista Villas & Retreat by Ekosistem,['Massage'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/kharista-villas--retreat-by-ekosistem-9000001044581,USD,255.93,Canggu
281,Fenosa Seminyak Villas by Nagisa Bali,['Kitchenette'],8.8,5.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/fenosa-seminyak-villas-by-nagisa-bali-9000001063929,USD,197.93,Seminyak
282,Pinggala Villa Ubud,"['Massage', 'Express check-out', 'Spa']",9.5,50.0,Superb,"Sebatu, Tegallalang",www.traveloka.com/en-en/hotel/indonesia/pinggala-villa-ubud-9000001107895,USD,56.48,Others
283,Bali Cliff Glamping,"['Romantic proposal packages', 'Beach towel', 'Beach umbrella', 'Picnic area', 'Spa', 'Bar']",8.8,35.0,Impressive,"Amlapura, Karangasem",www.traveloka.com/en-en/hotel/indonesia/bali-cliff-glamping-9000001261711,USD,73.47,Others
284,Bali Royal Heritage Villa,"['Beach shuttle', 'Babysitting', 'Car rental', 'Massage', 'Spa']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/bali-royal-heritage-villa-9000003156780,USD,55.46,Seminyak
285,Maylie Bali Villa & Bungalow,['Spa'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/maylie-bali-villa--bungalow-9000003270040,USD,84.52,Canggu
286,The Hum Villa - 3BDR Private Villa with Pool,"['Sun loungers', 'Rooftop terrace', 'Pool sun loungers', 'Bar']",8.8,35.0,Impressive,"Tanah Lot, Tabanan",www.traveloka.com/en-en/hotel/indonesia/the-hum-villa---3bdr-private-villa-with-pool-9000003307078,USD,198.96,Others
287,Barong Villas,"['Supervised childcare', 'Romantic proposal packages', 'Rooftop terrace', 'Poolside bar', 'Beach umbrella', 'Spa']",8.8,35.0,Impressive,"Sidemen, Karangasem",www.traveloka.com/en-en/hotel/indonesia/barong-villas-9000003310234,USD,67.44,Others
288,Maha Rama Villas,['Clothes dryer'],8.8,35.0,Impressive,"Amed, Karangasem",www.traveloka.com/en-en/hotel/indonesia/maha-rama-villas-9000003345080,USD,35.42,Others
289,Nunia Boutique Private Villa,['Massage'],8.6,22.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/nunia-boutique-private-villa-223153,USD,145.42,Seminyak
290,Kembali Villas,"['Bicycle rental', 'Car rental', 'Beach towel', 'Kitchenette', 'Beach umbrella']",9.2,33.0,Superb,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/kembali-villas-262436,USD,347.09,Seminyak
291,Nyaman Villas,"['Show cooking restaurant', 'Massage', 'Kitchenette', 'Airport transfer', 'Express check-out', 'Bar']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/nyaman-villas-1000000473656,USD,1382.37,Seminyak
292,Mayo Resort,"['Private beach', 'Bicycle rental', 'Car rental', 'Massage', 'Poolside bar', 'Airport transfer']",8.6,14.0,Impressive,"Umeanyar, Seririt",www.traveloka.com/en-en/hotel/indonesia/mayo-resort-1000000503171,USD,95.75,Others
293,Taman Mesari Luxury Villas - Seminyak,"['Massage', 'Kitchenette', 'Airport transfer']",8.4,50.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/taman-mesari-luxury-villas---seminyak-3000010004682,USD,154.25,Seminyak
294,Abia Villa Legian,"['Beach shuttle', 'Bicycle storage', 'Bicycle rental', 'Massage', 'Airport transfer', 'Spa']",9.3,31.0,Superb,"Legian, Kuta",www.traveloka.com/en-en/hotel/indonesia/abia-villa-legian-3000010007598,USD,184.82,Legian
295,The Wina Villa Canggu,"['Babysitting', 'Bicycle rental', 'Car rental', 'Massage', 'Airport transfer', 'Spa']",8.6,410.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/the-wina-villa-canggu-3000010008663,USD,116.27,Canggu
296,"SOTIS Villa Canggu, Bali","['Beach shuttle', 'Cycling', 'Diving', 'Babysitting', 'Bicycle rental', 'Car rental']",8.6,31.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/sotis-villa-canggu-bali-3000010009991,USD,106.32,Canggu
297,Bali Merita Villa,"['Car rental', 'Massage', 'Kitchenette', 'Spa']",8.8,5.0,Impressive,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/bali-merita-villa-3000010013377,USD,44.75,Umalas
298,Ayuterra Resort,"['Pool cabanas', 'Hot tub', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Bar']",9.4,8.0,Superb,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/ayuterra-resort-3000010029549,USD,385.5,Ubud
299,Bali Exclusive Villa ,"['Massage', 'Kitchenette', 'Rooftop terrace', 'Pool sun loungers', 'Spa']",8.8,35.0,Impressive,"Ungasan, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/bali-exclusive-villa--3000010035795,USD,44.92,Uluwatu
300,LE JARDIN VILLAS SEMINYAK,"['Cycling', 'Massage', 'Kitchenette', 'Fitness center', 'Rooftop terrace', 'Spa']",8.5,26.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/le-jardin-villas-seminyak-111537,USD,220.92,Seminyak
301,The Club Villas,"['Massage', 'Kitchenette', 'Fitness center']",8.5,13.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-club-villas-159250,USD,125.62,Seminyak
302,The Bidadari Villas & Spa Canggu,"['Massage', 'Kitchenette', 'Hot tub', 'Pool sun loungers', 'Spa', 'Bar']",8.7,45.0,Impressive,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/the-bidadari-villas--spa-canggu-165313,USD,89.69,Umalas
303,Mayaloka Villas - CHSE Certified,"['Winery', 'Cycling', 'Outdoor facilities', 'Beach towel', 'Massage', 'Express check-out']",8.5,12.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/mayaloka-villas---chse-certified-165380,USD,202.66,Seminyak
304,The Wolas Villas & Spa,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Spa']",8.8,91.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-wolas-villas--spa-168991,USD,174.97,Seminyak
305,The Jas Villas,"['Car rental', 'Beach towel', 'Massage', 'Kitchenette', 'Spa', 'Bar']",8.2,394.0,Convenient,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-jas-villas-240073,USD,82.94,Seminyak
306,The Tukad Villas,"['Car rental', 'Massage', 'Spa']",9.0,93.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-tukad-villas-240473,USD,89.84,Seminyak
307,Ziva a Boutique Villa,"['Hot tub', 'Massage', 'Kitchenette', 'Express check-out', 'Picnic area', 'Spa']",8.8,29.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/ziva-a-boutique-villa-251656,USD,205.72,Seminyak
308,Dewani Villa Resort,"['Bicycle storage', 'Bicycle rental', 'Car rental', 'Massage', 'Airport transfer', 'Spa']",8.6,24.0,Impressive,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/dewani-villa-resort-256725,USD,36.22,Umalas
309,Samaja Beachside Villas,"['Winery', 'Bicycle rental', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Spa']",8.6,262.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/samaja-beachside-villas-284947,USD,123.8,Seminyak
310,Jas Boutique Villas,"['Car rental', 'Massage', 'Kitchenette', 'Spa']",8.5,140.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/jas-boutique-villas-289225,USD,83.48,Seminyak
311,Mahagiri Villas Dreamland & Spa,"['Massage', 'Kitchenette', 'Fitness center', 'Pool sun loungers', 'Spa', 'Bar']",8.8,35.0,Impressive,"Ungasan, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/mahagiri-villas-dreamland--spa-290113,USD,196.94,Uluwatu
312,Jay’s Villa Umalas,"['Shopping center shuttle', 'Bicycle rental', 'Car rental', 'Poolside bar', 'Airport transfer', 'Spa']",8.2,151.0,Convenient,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/jays-villa-umalas-297440,USD,60.55,Umalas
313,White Lotus Villas Seminyak,"['Bicycle rental', 'Massage', 'Kitchenette']",8.1,45.0,Convenient,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/white-lotus-villas-seminyak-299118,USD,144.84,Seminyak
314,Seminyak Icon by Karaniya Experience,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer']",8.9,62.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/seminyak-icon-by-karaniya-experience-336838,USD,128.91,Seminyak
315,One Eleven,"['Bicycle rental', 'Massage', 'Spa']",9.2,22.0,Superb,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/one-eleven-338164,USD,358.87,Seminyak
316,The Kawan Villa,"['Bicycle rental', 'Car rental']",7.7,5.0,Convenient,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/the-kawan-villa-338177,USD,155.32,Jimbaran
317,The Bali Dream Villa Resort Echo Beach Canggu,"['Sun loungers', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Spa', 'Bar']",8.3,26.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/the-bali-dream-villa-resort-echo-beach-canggu-409124,USD,50.13,Canggu
318,Villa Kayu Lama,"['Outdoor facilities', 'Bicycle rental', 'Massage', 'Airport transfer', 'Express check-out', 'Spa']",8.8,7.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/villa-kayu-lama-412155,USD,194.82,Ubud
319,The Layar Designer Villas and Spa,['Express check-out'],8.2,20.0,Convenient,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-layar-designer-villas-and-spa-412641,USD,297.56,Seminyak
320,Origin Ubud,"['Aerobics', 'Canoeing', 'Cycling', 'Diving', 'Beach sun loungers', 'Beach towel']",8.8,39.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/origin-ubud-3000010030200,USD,149.11,Ubud
321,Omkara Bhumi Canggu Villa,['Kitchenette'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/omkara-bhumi-canggu-villa-9000003254031,USD,102.2,Canggu
322,ALAMI LUXURY VILLA,['N/A'],8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/alami-luxury-villa-9000003252899,USD,168.26,Seminyak
323,The Layar Designer Villas and Spa,['Express check-out'],8.2,20.0,Convenient,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-layar-designer-villas-and-spa-412641,USD,297.56,Seminyak
